  0.20000000298023224        8.7829089245251554E-002   8.9596521988028574E-002
  0.40000000596046448        8.8234000790434544E-002   8.7739074743654166E-002
  0.60000000894069672        8.8810227011418608E-002   8.4962705041688666E-002
  0.80000001192092896        8.9431667052145836E-002   8.1691728530673122E-002
   1.0000000149011612        8.9961894032594816E-002   7.8416212839847940E-002
   1.2000000178813934        9.0282255110624057E-002   7.5604330871899328E-002
   1.4000000208616257        9.0314377451664943E-002   7.3612415929152547E-002
   1.6000000238418579        9.0029940721492716E-002   7.2611167681878724E-002
   1.8000000268220901        8.9442524739677912E-002   7.2548632499894183E-002
   2.0000000298023224        8.8581924929398120E-002   7.3163735500256288E-002
   2.2000000327825546        8.7459432225692524E-002   7.4047513403323786E-002
   2.4000000357627869        8.6037948327615660E-002   7.4731597588198820E-002
   2.6000000387430191        8.4219138000715579E-002   7.4776143494898986E-002
   2.8000000417232513        8.1852528735598576E-002   7.3835343794127428E-002
   3.0000000447034836        7.8763635159212669E-002   7.1691706564534732E-002
   3.2000000476837158        7.4793340072282805E-002   6.8262347781412061E-002
   3.4000000506639481        6.9839231298127219E-002   6.3587293198681630E-002
   3.6000000536441803        6.3890303411712784E-002   5.7810729962473224E-002
   3.8000000566244125        5.7048457770957614E-002   5.1162737448625560E-002
   4.0000000596046448        4.9532817933965648E-002   4.3943419829475833E-002
   4.2000000625848770        4.1665184707070452E-002   3.6505933416848921E-002
   4.4000000655651093        3.3836502407139799E-002   2.9231826282131064E-002
   4.6000000685453415        2.6455692460790377E-002   2.2493096485661279E-002
   4.8000000715255737        1.9885750281542949E-002   1.6601515179650188E-002
   5.0000000745058060        1.4379525122662953E-002   1.1756439661129582E-002
   5.2000000774860382        1.0036489396740940E-002   8.0123111175806928E-003
   5.4000000804662704        6.8015998103639723E-003   5.2854081141170172E-003
   5.6000000834465027        4.5088346777909863E-003   3.3998620836270701E-003
   5.8000000864267349        2.9460701025472132E-003   2.1490803661663696E-003
   6.0000000894069672        1.9099585879937685E-003   1.3440324663617322E-003
   6.2000000923871994        1.2348893605274574E-003   8.3608739694986372E-004
   6.4000000953674316        7.9913464531049098E-004   5.1933184633654831E-004
   6.6000000983476639        5.1882861453509321E-004   3.2293291251283868E-004
   6.8000001013278961        3.3842779530982508E-004   2.0135939904484987E-004
   7.0000001043081284        2.2197174723622711E-004   1.2602614312896032E-004
   7.2000001072883606        1.4644965239419329E-004   7.9218718497901515E-005
   7.4000001102685928        9.7205262624860120E-005   5.0026584301193013E-005
   7.6000001132488251        6.4905175175618995E-005   3.1741656696343585E-005
   7.8000001162290573        4.3590119636171190E-005   2.0235561671624685E-005
   8.0000001192092896        2.9438735927149513E-005   1.2960724629903358E-005
   8.2000001221895218        1.9987562894831248E-005   8.3392171174471011E-006
   8.4000001251697540        1.3639209509710541E-005   5.3894789439396748E-006
   8.6000001281499863        9.3515436469248265E-006   3.4980986627149551E-006
   8.8000001311302185        6.4404857403334624E-006   2.2799072970367600E-006
   9.0000001341104507        4.4542466213882317E-006   1.4918939986572848E-006
   9.2000001370906830        3.0926689654360577E-006   9.8001118103572250E-007
   9.4000001400709152        2.1551844304861154E-006   6.4615179689794821E-007
   9.6000001430511475        1.5070275809352002E-006   4.2755169744782574E-007
   9.8000001460313797        1.0571669910061311E-006   2.8388043298957600E-007
   10.000000149011612        7.4380239499644573E-007   1.8911213262058492E-007
   10.200000151991844        5.2477742061817733E-007   1.2638250731266880E-007
   10.400000154972076        3.7120536671197505E-007   8.4720174069745159E-008
   10.600000157952309        2.6320771202217580E-007   5.6959965742292718E-008
   10.800000160932541        1.8704992603641992E-007   3.8405046195954085E-008
   11.000000163912773        1.3320662295036013E-007   2.5965526397245863E-008
   11.200000166893005        9.5048179063051140E-008   1.7601619118346370E-008
   11.400000169873238        6.7945103897197885E-008   1.1962249607839384E-008
   11.600000172853470        4.8654643673343531E-008   8.1496246763544182E-009
   11.800000175833702        3.4898992079836989E-008   5.5652950004633422E-009
   12.000000178813934        2.5074218324433375E-008   3.8091444165746870E-009
   12.200000181794167        1.8048840830732199E-008   2.6128809703478197E-009
   12.400000184774399        1.3024286999489264E-008   1.7960995411056636E-009
   12.600000187754631        9.4385296961206652E-009   1.2371624551113395E-009
